bundle_id,namespace,kind,declares_license_field,licence_ids_in_free_text,names_upstream_in_free_text,provenance_verdict
@community/pattern-calendar-grid,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-cdc-change-data-capture,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-chart-grid,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-chart-responsive-container,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-checkout-summary,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-code-splitting,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-color-dark-mode-pairing,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-color-scale-decision,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-command-palette-modal,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-container-queries,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-csp-strict,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-cursor-pagination,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-dashboard-animations,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-dashboard-data-table,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-dashboard-grid,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-dashboard-header,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-dashboard-layout,@community,pattern,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/pattern-dashboard-sidebar,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-data-table-dense,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-date-range-picker,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-defense-in-depth,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-doc-page,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-doc-toc,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-drawer-side,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-dropdown-multilevel,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-error-budget-policy,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-expandable-disclosure,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-fade-in-on-load,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-feature-flag-rollout,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-feature-store,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-features-grid,@community,pattern,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/pattern-file-upload-dropzone,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-fintech-hero-amount-card,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-gantt-timeline,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-gradient-mesh-engine,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-hero-3-layouts,@community,pattern,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/pattern-hero-with-demo,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-hover-lift,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-icu-message-format,@community,pattern,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/pattern-image-lcp-priority,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-input-validation-allowlist,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-interaction-states,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-ios-large-title-nav,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-jwt-signed-not-encrypted,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-kanban-board,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-kbd-shortcut-chip,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-landing-footer,@community,pattern,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/pattern-landing-navigation,@community,pattern,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/pattern-log-viewer-virtualized,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-metric-card,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-micro-interaction-css,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-modal-confirm,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-modal-non-blocking,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-motion-forms,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-motion-loading,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-motion-microinteraction,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-motion-modal,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-motion-navigation,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-multi-step-wizard,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-native-html-interactive,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-optimistic-update,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-page-load-choreography,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-page-transition,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-plan-comparison-table,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-posthog-signature-marketing,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-pricing-section,@community,pattern,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/pattern-pricing-tiers-toggle,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-rate-limit-token-bucket,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-replicate-signature-marketing,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-right-to-be-forgotten,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-scroll-reveal,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-sidebar-collapsible,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-skeleton-shimmer,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-slide-up-reveal,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-snapshot-restraint,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-stagger-reveal,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-sticky-header-on-scroll,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-subscription-status,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-tab-bar-bottom,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-table-of-contents-sticky,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-testimonials-section,@community,pattern,False,,True,UNDECLARED-UPSTREAM-NO-LICENCE
@community/pattern-toast-stack,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-tooltip-keyboard,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-top-nav-mega,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-trust-badge-row,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-trust-security-cert,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-trust-social-proof-numbers,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/pattern-trust-testimonial-micro,@community,pattern,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-airbnb,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-apple,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-coinbase,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-figma,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-framer,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-intercom,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-linear,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-mintlify,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-notion,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-posthog,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-raycast,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-replicate,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-sanity,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-sentry,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-spotify,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
@community/persona-stripe,@community,persona,False,,False,NO-UPSTREAM-CLAIMED
